100 200 0 102 202 3 0 0 4 1
100 200 0 102 202 3 0 2 0 0
100 200 0 102 202 3 0 2 0 1
100 200 0 102 202 3 0 2 4 0
100 200 0 102 202 3 0 2 4 1
100 200 0 102 202 3 4 2 0 0
100 200 0 102 202 3 4 2 0 1
100 200 0 102 202 3 4 2 4 0
100 200 0 102 202 3 4 2 4 1
100 200 0 102 202 3 1 6 0 0
100 200 0 102 202 3 1 6 0 1
100 200 0 102 202 3 1 6 4 0
100 200 0 102 202 3 1 6 4 1
